ts,"HourUTC | HourUTC | 804694","mFRRDownActBal | mFRRDownActBal | 804724","PriceArea | PriceArea | 804696","mFRRUpActSpec | mFRRUpActSpec | 804713","mFRRDownActSpec | mFRRDownActSpec | 804714","ImbalanceMWh | ImbalanceMWh | 804715","ImbalancePriceDKK | ImbalancePriceDKK | 804717","BalancingPowerPriceUpDKK | BalancingPowerPriceUpDKK | 804719","BalancingPowerPriceDownDKK | BalancingPowerPriceDownDKK | 804721","mFRRUpActBal | mFRRUpActBal | 804722"
"2021-01-04 20:00:01","2021-01-04 20:00:00",0,DK1,,,,"319,790009","319,790009","259,089996","53,5"
"2021-01-04 21:00:00","2021-01-04 21:00:00",0,DK2,,,,"260,420013","260,420013","230,289993",0
"2021-01-04 21:00:01","2021-01-04 21:00:00",0,DK1,,,,"260,420013","260,420013","230,289993","10,3"
"2021-01-04 22:00:00","2021-01-04 22:00:00",0,DK2,,,,"222,330002","222,330002","203,5",0
"2021-01-04 22:00:01","2021-01-04 22:00:00",0,DK1,,,,"222,330002","222,330002","203,5","4,8"
"2021-01-04 23:00:00","2021-01-04 23:00:00",0,DK2,,,,"206,850006","206,850006","206,850006",0
"2021-01-04 23:00:01","2021-01-04 23:00:00",0,DK1,,,,"206,850006","206,850006","206,850006",0
"2021-01-05 00:00:00","2021-01-05 00:00:00",0,DK2,,,,"204,169998","204,169998","204,169998",0
"2021-01-05 00:00:01","2021-01-05 00:00:00",0,DK1,,,,"204,169998","204,169998","204,169998",0
"2021-01-05 01:00:00","2021-01-05 01:00:00",0,DK2,,,,"201,419998","201,419998","201,419998",0
"2021-01-05 01:00:01","2021-01-05 01:00:00",0,DK1,,,,"201,419998","201,419998","201,419998",0
"2021-01-05 02:00:00","2021-01-05 02:00:00",0,DK2,,,,"208,259995","208,259995","201,869995",0
"2021-01-05 02:00:01","2021-01-05 02:00:00",0,DK1,,,,"208,259995","208,259995","201,869995",0
"2021-01-05 03:00:00","2021-01-05 03:00:00",0,DK2,,,,"208,259995","208,259995","206,699997",0
"2021-01-05 03:00:01","2021-01-05 03:00:00",0,DK1,,,,"208,259995","208,259995","206,699997",0
"2021-01-05 04:00:00","2021-01-05 04:00:00",0,DK2,,,,"234,300003","234,300003","221,729996",0
"2021-01-05 04:00:01","2021-01-05 04:00:00",0,DK1,,,,"234,300003","234,300003","221,729996","4,6"
"2021-01-05 05:00:00","2021-01-05 05:00:00",0,DK2,,,,"275,209991","275,209991","266,130005",0
"2021-01-05 05:00:01","2021-01-05 05:00:00",0,DK1,,,,"275,209991","275,209991","266,130005",0
"2021-01-05 06:00:00","2021-01-05 06:00:00",0,DK2,,,,"402,690002","402,690002","398,970001",0
"2021-01-05 06:00:01","2021-01-05 06:00:00",0,DK1,,,,"402,690002","402,690002","398,970001","27,799999"
"2021-01-05 07:00:00","2021-01-05 07:00:00",0,DK2,,,,"497,269989","497,269989","446,279999","10,5"
"2021-01-05 07:00:01","2021-01-05 07:00:00",0,DK1,,,,"497,269989","497,269989","446,279999","147,699997"
"2021-01-05 08:00:00","2021-01-05 08:00:00",0,DK2,,,,"497,269989","497,269989","447,170013",11
"2021-01-05 08:00:01","2021-01-05 08:00:00",0,DK1,,,,"497,269989","497,269989","447,170013",30
"2021-01-05 09:00:00","2021-01-05 09:00:00",0,DK2,,,,"520,659973","520,659973","455,059998","57,299999"
"2021-01-05 09:00:01","2021-01-05 09:00:00",0,DK1,,,,"520,659973","520,659973","455,059998","60,200001"
"2021-01-05 10:00:00","2021-01-05 10:00:00",0,DK2,,,,600,600,"464,579987","88,300003"
"2021-01-05 10:00:01","2021-01-05 10:00:00",0,DK1,,,,600,600,"464,579987","96,199997"
"2021-01-05 11:00:00","2021-01-05 11:00:00",0,DK2,,,,600,600,"457,290009",91
"2021-01-05 11:00:01","2021-01-05 11:00:00",0,DK1,,,,600,600,"457,290009","129,199997"
"2021-01-05 12:00:00","2021-01-05 12:00:00",0,DK2,,,,"647,109985","647,109985","463,309998",91
